run_id,event_id,event_ts,user_id,session_id,ip_hash,device_fingerprint_hash,country,is_fraud,metadata_json,payment_value,basket_size,is_first_time_user,is_premium_user,credit_card_hash,checkout_result,decline_reason
RUN_SAMPLE_SMOKE_0001,checkout_0000000002,2025-12-01 00:04:51-03:00,user_00090,sess_53322,ip_6508,dev_4884,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",6.319103438404023,6,False,True,cc_064817,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000001,2025-12-01 00:46:37-03:00,user_00101,sess_19375,ip_8295,dev_0585,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",23.471191758188542,3,False,False,cc_044687,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000006,2025-12-01 03:10:33-03:00,user_00014,sess_58105,ip_1615,dev_4963,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",31.262672594313027,6,False,False,cc_117133,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000004,2025-12-01 03:28:11-03:00,user_00003,sess_06375,ip_4713,dev_0149,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",104.95435127264416,1,True,False,cc_014127,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000005,2025-12-01 03:51:21-03:00,user_00039,sess_56907,ip_4170,dev_3938,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",59.193137735078025,1,False,True,cc_027014,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000008,2025-12-01 04:00:48-03:00,user_00143,sess_48172,ip_7923,dev_5870,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",6.9652759812427005,3,True,False,cc_197371,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000012,2025-12-01 04:04:59-03:00,user_00005,sess_62302,ip_0285,dev_5393,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",13.38282535219901,3,True,True,cc_062405,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000009,2025-12-01 04:17:33-03:00,user_00024,sess_44909,ip_9179,dev_7941,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",19.506051086540044,1,False,False,cc_094194,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000010,2025-12-01 04:37:07-03:00,user_00007,sess_19824,ip_7418,dev_2182,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",19.22058050319528,5,False,True,cc_060138,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000011,2025-12-01 04:51:51-03:00,user_00090,sess_47798,ip_6508,dev_4884,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",21.297928030553567,6,False,False,cc_064817,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000007,2025-12-01 04:57:32-03:00,user_00021,sess_88670,ip_3043,dev_6384,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",65.53479771374374,1,False,False,cc_076492,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000013,2025-12-01 04:59:40-03:00,user_00104,sess_36019,ip_6276,dev_9955,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",14.742626479503889,3,False,False,cc_086383,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000021,2025-12-01 05:00:03-03:00,user_00088,sess_43649,ip_6172,dev_6720,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",10.067533199878811,6,False,False,cc_192705,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000016,2025-12-01 05:03:28-03:00,user_00003,sess_28340,ip_4713,dev_0149,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",27.00905767411803,6,False,False,cc_014127,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000020,2025-12-01 05:16:55-03:00,user_00109,sess_22944,ip_9798,dev_2147,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",17.146149979771092,1,False,False,cc_130826,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000017,2025-12-01 05:40:24-03:00,user_00018,sess_90502,ip_7135,dev_3963,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",19.05850937448697,1,False,True,cc_037660,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000014,2025-12-01 05:41:47-03:00,user_00023,sess_25136,ip_0979,dev_9568,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",14.454533598877529,4,False,True,cc_147980,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000019,2025-12-01 05:53:27-03:00,user_00159,sess_79589,ip_9593,dev_4745,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",15.529949463834798,4,False,False,cc_147488,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000024,2025-12-01 06:09:07-03:00,user_00046,sess_42301,ip_1761,dev_8136,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",16.30247641841751,2,False,True,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000023,2025-12-01 06:30:09-03:00,user_00002,sess_19942,ip_8675,dev_6744,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",46.54769844729194,1,False,True,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000028,2025-12-01 07:02:37-03:00,user_00063,sess_29830,ip_9885,dev_6442,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",11.0217433271311,4,False,False,cc_059075,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000027,2025-12-01 07:10:06-03:00,user_00021,sess_94789,ip_3043,dev_6384,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",30.68412469893089,3,False,True,cc_076492,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000025,2025-12-01 07:15:36-03:00,user_00082,sess_80771,ip_3123,dev_9404,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",10.166472814358055,4,False,False,cc_032452,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000026,2025-12-01 07:20:00-03:00,user_00038,sess_73858,ip_2114,dev_5687,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",33.00423290244729,1,False,False,cc_047451,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000029,2025-12-01 07:27:15-03:00,user_00108,sess_37871,ip_1103,dev_0513,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",13.931422759878703,6,False,False,cc_030897,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000030,2025-12-01 07:54:26-03:00,user_00044,sess_34567,ip_6179,dev_1425,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",10.167526274479256,5,False,False,cc_128827,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000038,2025-12-01 08:00:53-03:00,user_00142,sess_51669,ip_1754,dev_0208,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",55.83135565047871,3,False,False,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000037,2025-12-01 08:11:37-03:00,user_00053,sess_34785,ip_2285,dev_0463,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",13.498946730869688,5,True,False,cc_197051,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000032,2025-12-01 08:14:40-03:00,user_00011,sess_64801,ip_0603,dev_5689,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",23.597583869971185,1,True,False,cc_080207,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000036,2025-12-01 08:24:26-03:00,user_00072,sess_43982,ip_5698,dev_0411,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",38.68548376722362,1,False,True,cc_108984,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000034,2025-12-01 08:41:59-03:00,user_00168,sess_57674,ip_7440,dev_9317,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",33.84995798654591,6,True,True,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000033,2025-12-01 08:42:36-03:00,user_00050,sess_04046,ip_3970,dev_3729,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",19.588324672899443,3,False,False,cc_186950,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000035,2025-12-01 08:46:43-03:00,user_00109,sess_65187,ip_9798,dev_2147,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",20.837007368636744,5,False,False,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000039,2025-12-01 09:00:34-03:00,user_00028,sess_50320,ip_0600,dev_9462,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",17.003356604560004,1,False,False,cc_194940,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000044,2025-12-01 09:06:09-03:00,user_00028,sess_50320,ip_0600,dev_9462,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",20.542963278097613,3,False,False,cc_194940,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000040,2025-12-01 09:15:26-03:00,user_00037,sess_47504,ip_5250,dev_7638,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",53.92506608236954,5,False,False,cc_156130,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000041,2025-12-01 09:15:48-03:00,user_00028,sess_50320,ip_0600,dev_9462,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",43.786030301865765,2,True,True,cc_194940,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000043,2025-12-01 09:17:52-03:00,user_00127,sess_88670,ip_3193,dev_6947,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",16.050404463102435,2,False,True,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000045,2025-12-01 09:36:14-03:00,user_00020,sess_19146,ip_2597,dev_4701,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",25.28416566463066,2,True,True,cc_137089,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000042,2025-12-01 09:55:35-03:00,user_00012,sess_16131,ip_5463,dev_6798,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",25.25923018474044,6,True,True,cc_058743,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000052,2025-12-01 10:00:16-03:00,user_00085,sess_76523,ip_1479,dev_0815,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",64.63181142332739,3,False,True,,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000051,2025-12-01 10:01:01-03:00,user_00040,sess_48540,ip_9115,dev_0072,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",21.64921191032757,5,False,False,cc_052053,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000049,2025-12-01 10:12:50-03:00,user_00005,sess_09456,ip_0285,dev_5393,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",35.040475901088165,5,True,False,cc_062405,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000048,2025-12-01 10:37:34-03:00,user_00093,sess_15437,ip_9500,dev_9000,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",13.083894801655257,2,False,False,cc_089361,success,
RUN_SAMPLE_SMOKE_0001,checkout_0000000047,2025-12-01 10:37:51-03:00,user_00037,sess_57325,ip_5250,dev_7638,AR,False,"{""campaign_id"":null,""note"":""fraud labels disabled until SPACING GUILD""}",36.56479660239299,6,False,False,cc_156130,success,
